City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Ormara,25.21,64.64,87.4,80,11,13.38,PK,1594358962
Rocha,-34.48,-54.33,42.21,85,0,9.69,UY,1594358865
Altagracia de Orituco,9.86,-66.38,70.56,91,17,4.36,VE,1594358962
Bloemfontein,-29.12,26.21,48.2,87,71,9.17,ZA,1594358963
Ada,43.42,-116.13,75.2,31,1,5.82,US,1594358963
Rørvik,64.86,11.24,50.0,93,75,3.36,NO,1594358964
Portland,45.52,-122.68,68.0,60,75,9.17,US,1594358850
Tual,-5.67,132.75,79.92,85,100,19.77,ID,1594358964
Grand Gaube,-20.01,57.66,71.01,77,81,8.99,MU,1594358426
Yatou,37.15,122.38,79.66,56,10,12.37,CN,1594358721
Tazovsky,67.47,78.7,63.68,55,0,20.31,RU,1594358966
Borda da Mata,-22.27,-46.17,53.01,92,31,1.9,BR,1594358966
Vestmanna,62.16,-7.17,48.2,81,78,9.17,FO,1594358966
Nautla,20.22,-96.78,82.33,80,95,11.56,MX,1594358967
Sibu,2.3,111.82,84.2,74,40,8.05,MY,1594358967
Lubango,-14.92,13.49,52.66,43,0,3.47,AO,1594358968
Wajir,1.75,40.06,75.2,83,75,5.82,KE,1594358968
Acapulco de Juárez,16.86,-99.89,81.12,80,93,6.69,MX,1594358955
Krasnohrad,49.38,35.44,62.89,75,31,4.14,UA,1594358969
Dongsheng,39.82,109.98,86.67,16,46,11.41,CN,1594358833
Morwell,-38.23,146.4,54.0,83,100,2.42,AU,1594358970
Abnūb,27.27,31.15,80.6,57,0,5.82,EG,1594358970
Puerto Ayora,-0.74,-90.35,66.99,94,65,8.21,EC,1594358439
Ginir,7.13,40.7,62.02,82,100,7.87,ET,1594358971
Kotido,2.98,34.13,67.96,80,60,7.96,UG,1594358971
Raudeberg,61.99,5.14,50.0,91,57,6.69,NO,1594358972
Ampanihy,-24.7,44.75,64.06,50,0,9.15,MG,1594358972
Walvis Bay,-22.96,14.51,54.0,100,90,4.7,NA,1594358973
Fort Nelson,58.81,-122.7,59.0,93,40,3.36,CA,1594358841
Pochutla,15.74,-96.47,82.0,76,0,3.27,MX,1594358974
Pevek,69.7,170.31,44.38,95,92,5.59,RU,1594358975
Río Gallegos,-51.62,-69.22,26.6,92,75,13.87,AR,1594358975
Coxim,-18.51,-54.76,66.49,70,75,8.93,BR,1594358975
Mitsamiouli,-11.38,43.28,78.8,74,40,12.75,KM,1594358435
Jequié,-13.86,-40.08,67.14,90,86,1.41,BR,1594358976
Lesozavodsk,45.48,133.42,73.0,73,78,5.53,RU,1594358977
Sur,22.57,59.53,95.7,39,97,2.8,OM,1594358977
Kurumkan,54.3,110.3,63.82,85,100,3.2,RU,1594358978
Praia da Vitória,38.73,-27.07,66.2,93,75,6.98,PT,1594358978
Biu,10.61,12.19,68.09,96,98,6.6,NG,1594358979
Plácido de Castro,-10.34,-67.19,68.54,93,100,2.91,BR,1594358979
Zhigansk,66.77,123.37,73.78,36,51,12.68,RU,1594358979
Sampit,-2.53,112.95,81.55,90,62,3.2,ID,1594358980
Esperance,-33.87,121.9,53.6,66,75,13.87,AU,1594358445
Lenger,42.18,69.88,84.2,32,90,2.24,KZ,1594358981
Tuscaloosa,33.21,-87.57,75.2,100,1,3.13,US,1594358692
Wenatchee,47.42,-120.31,66.2,48,1,17.22,US,1594358981
Pisco,-13.7,-76.22,55.4,76,40,5.82,PE,1594358982
Laguna,38.42,-121.42,81.0,41,1,5.82,US,1594358900
Mildura,-34.2,142.15,70.0,34,81,3.36,AU,1594358983
Mahalapye,-23.1,26.81,51.4,76,0,10.49,BW,1594358983
Lorengau,-2.02,147.27,83.98,75,98,10.11,PG,1594358426
Guacamayas,18.02,-102.22,79.39,80,92,2.71,MX,1594358984
Kilindoni,-7.91,39.67,77.16,82,12,10.94,TZ,1594358984
Svetlaya,46.54,138.33,61.14,78,84,7.29,RU,1594358985
Ushtobe,45.25,77.98,85.3,26,4,10.63,KZ,1594358985
Strezhevoy,60.73,77.59,60.8,72,90,8.95,RU,1594358985
Umm Hājar,13.3,19.7,78.55,70,85,10.98,TD,1594358986
Yashkul',46.17,45.34,78.37,58,43,14.25,RU,1594358986
Marabu,4.41,114.01,87.8,70,40,14.99,MY,1594358987
Halifax,44.65,-63.57,64.99,100,20,2.66,CA,1594358948
Floriano,-6.77,-43.02,73.67,61,55,4.23,BR,1594358987
Malino,15.13,120.67,95.0,53,75,4.7,PH,1594358988
Itaqui,-29.13,-56.55,44.35,91,0,6.46,BR,1594358988
Lagoa,39.05,-27.98,68.38,75,57,7.49,PT,1594358989
Alanya,36.54,32.0,78.8,83,0,1.12,TR,1594358989
Dunedin,-45.87,170.5,48.99,66,14,13.35,NZ,1594358957
Belle Fourche,44.67,-103.85,72.0,64,20,11.41,US,1594358990
Goundam,16.41,-3.67,89.31,39,75,11.74,ML,1594358990
Fairbanks,64.84,-147.72,57.2,93,90,5.82,US,1594358453
North Bend,43.41,-124.22,59.0,93,1,4.7,US,1594358675
Kigorobya,1.62,31.31,67.37,83,24,2.04,UG,1594358825
Teahupoo,-17.83,-149.27,77.0,65,20,5.82,PF,1594358992
Bairiki Village,1.33,172.98,86.0,70,20,8.05,KI,1594358992
Srednekolymsk,67.45,153.68,73.69,44,18,6.02,RU,1594358908
Aklavik,68.22,-135.01,41.0,86,90,6.93,CA,1594358993
Poya,-21.35,165.15,71.73,61,57,12.66,NC,1594358994
Yeniseysk,58.45,92.17,64.58,78,43,5.59,RU,1594358994
Menomonie,44.88,-91.92,64.99,100,1,4.7,US,1594358994
Linhares,-19.39,-40.07,66.85,93,1,3.71,BR,1594358995
Arlit,18.74,7.39,89.4,31,76,5.12,NE,1594358996
Emerald,-23.53,148.17,75.2,50,90,9.17,AU,1594358996
Mayya,61.73,130.28,68.0,64,40,6.71,RU,1594358996
Hurricane,37.18,-113.29,87.8,6,1,6.93,US,1594358997
Salinópolis,-0.61,-47.36,79.43,83,59,11.77,BR,1594358997
Hīt,33.64,42.83,98.78,16,0,17.85,IQ,1594358998
Ōhara,35.25,140.38,84.2,74,75,12.75,JP,1594358999
Half Moon Bay,37.46,-122.43,66.0,87,1,8.75,US,1594358726
Itarema,-2.92,-39.92,76.42,79,27,11.59,BR,1594358941
City of San Pedro,14.35,121.02,98.01,50,100,6.93,PH,1594359000
Kiama,-34.68,150.87,63.0,77,58,3.0,AU,1594359000
Portree,57.41,-6.19,48.99,83,84,4.0,GB,1594359001
Salinas,36.68,-121.66,62.6,67,1,10.29,US,1594359002
Xichang,27.9,102.26,72.95,75,100,1.05,CN,1594359002
Panjāb,34.39,67.02,67.5,26,0,8.41,AF,1594359003
Gizo Government Station,-8.1,156.84,84.47,75,77,15.32,SB,1594358442
Ekhabi,53.51,142.97,55.98,81,98,6.49,RU,1594359003
Woodstock,43.13,-80.75,77.0,83,20,5.82,CA,1594359004
San Jose de Guanipa,8.89,-64.17,75.31,79,14,11.63,VE,1594359004
São Sebastião,-23.76,-45.41,62.01,80,87,0.49,BR,1594359005
Taltal,-25.4,-70.48,54.7,70,0,0.36,CL,1594359005
Mungwi,-10.17,31.37,62.78,79,63,5.95,ZM,1594359006
Flin Flon,54.77,-101.86,54.73,86,60,5.57,CA,1594359006
Brownsville,25.9,-97.5,82.99,88,20,10.29,US,1594359006
Koutiala,12.39,-5.46,76.82,78,46,10.51,ML,1594359007
Silva Jardim,-22.65,-42.39,66.06,80,74,2.01,BR,1594359007
Los Llanos de Aridane,28.66,-17.92,71.6,73,90,17.22,ES,1594359008
Gobabis,-22.45,18.97,41.0,46,0,4.7,NA,1594359008
Melilla,35.29,-2.94,73.4,88,20,2.24,ES,1594359008
Codrington,-38.27,141.97,56.89,77,100,6.2,AU,1594359009
Kraśnik,50.92,22.23,71.01,93,49,10.29,PL,1594359009
Geraldton,-28.77,114.6,66.2,39,87,13.87,AU,1594359010
Cocorit,27.58,-109.97,85.95,60,97,4.47,MX,1594359010
Campos Belos,-13.04,-46.77,62.89,51,0,3.65,BR,1594359010
Aranos,-24.13,19.12,49.91,45,0,12.35,NA,1594359011
Māndal,25.45,74.57,92.97,47,97,13.73,IN,1594359011
Toora-Khem,52.47,96.11,78.48,36,85,3.42,RU,1594359012
Novy Urengoy,66.08,76.63,71.62,45,0,21.56,RU,1594359012
Mīnāb,27.15,57.08,100.4,53,29,4.7,IR,1594359012
Angoche,-16.23,39.91,69.94,86,7,4.07,MZ,1594358771
Novomykolayivka,47.98,35.91,71.6,53,0,6.71,UA,1594359013
Beyneu,45.32,55.2,94.53,19,0,5.7,KZ,1594359014
Nānākuli,21.39,-158.15,80.6,69,75,4.7,US,1594359014
Pellérd,46.03,18.15,70.0,78,0,6.78,HU,1594359015
Inhambane,-23.86,35.38,64.0,100,20,2.24,MZ,1594359015
Westport,41.14,-73.36,75.2,88,1,4.7,US,1594359015
Proletarskiy,50.79,35.77,64.4,63,61,6.71,RU,1594359016
Kutulik,53.35,102.78,76.33,51,34,5.68,RU,1594359016
George Town,5.41,100.34,87.01,79,20,6.93,MY,1594358847
Yanam,16.73,82.22,82.4,83,90,8.05,IN,1594359018
Nsanje,-16.92,35.26,70.75,77,68,2.59,MW,1594359018
Arroio Grande,-32.24,-53.09,43.0,81,0,5.08,BR,1594359019
Moose Factory,51.26,-80.61,73.4,88,1,8.05,CA,1594359019
Vostok,46.49,135.88,67.12,62,73,5.93,RU,1594358868
Yakeshi,49.28,120.73,90.14,17,36,12.1,CN,1594359020
Narsaq,60.92,-46.05,44.6,93,100,4.7,GL,1594359020
Sawtell,-30.38,153.1,64.0,88,75,5.82,AU,1594359021
Kolokani,13.57,-8.03,73.94,71,100,6.24,ML,1594359021
Tobol,52.68,62.58,81.93,51,0,7.76,KZ,1594358771
Sabha,27.04,14.43,77.92,42,0,12.55,LY,1594358847
Mayo,38.89,-76.51,79.0,83,20,8.05,US,1594359022
Mezen',65.85,44.24,66.51,57,73,9.28,RU,1594359023
Cody,44.53,-109.06,72.0,48,1,4.7,US,1594359023
Pacific Grove,36.62,-121.92,60.8,72,1,6.93,US,1594359024
Faya,18.39,42.45,78.8,17,20,4.7,SA,1594358867
Sioux Falls,43.55,-96.7,71.6,83,1,2.84,US,1594358920
Alliston,44.15,-79.87,75.0,94,1,3.36,CA,1594358765
Prince Rupert,54.32,-130.32,55.4,93,90,11.41,CA,1594359025
Uruburetama,-3.62,-39.51,70.72,87,73,3.74,BR,1594359026
Lüderitz,-26.65,15.16,57.2,71,6,13.87,NA,1594358441
Deputatsky,69.3,139.9,63.34,44,76,3.78,RU,1594359026
Kushmurun,52.45,64.63,84.78,50,3,10.18,KZ,1594359027
Sayaxché,16.52,-90.17,72.52,96,99,2.35,GT,1594359028
Samaná,19.21,-69.34,79.16,85,70,8.3,DO,1594359028
Keetmanshoop,-26.58,18.13,55.4,26,1,5.82,NA,1594359028
Flinders,-34.58,150.86,63.0,71,58,4.0,AU,1594358811
Evensk,61.95,159.23,56.95,86,95,7.18,RU,1594359030
Bāndarban,22.2,92.23,84.2,83,90,20.8,BD,1594359030
Rusape,-18.53,32.13,61.18,71,5,5.12,ZW,1594359030
Maţāy,28.42,30.78,79.92,68,1,10.51,EG,1594359011
Madera,37.17,-119.83,79.0,28,0,1.01,US,1594359031
Vuktyl,63.86,57.31,86.99,47,0,8.34,RU,1594359032
Rio Grande,-32.03,-52.1,36.0,97,0,9.24,BR,1594359032
Iquique,-20.22,-70.14,59.0,72,90,10.29,CL,1594359033
Guerrero Negro,27.98,-114.06,67.71,75,0,7.36,MX,1594359033
Gunjur,13.2,-16.73,80.6,83,40,3.36,GM,1594359034
Bandarbeyla,9.49,50.81,87.15,49,95,30.94,SO,1594359034
Kaeo,-35.1,173.78,54.0,3,44,4.0,NZ,1594358449
Teya,60.38,92.63,59.97,76,100,7.85,RU,1594359035
Owando,-0.48,15.9,73.47,87,77,5.91,CG,1594359036
Okhotsk,59.38,143.3,56.1,83,99,8.97,RU,1594359036
Saint George,37.1,-113.58,87.8,6,1,6.93,US,1594358305
Caldwell,43.66,-116.69,75.2,38,1,5.82,US,1594358775
Qarchī Gak,37.04,66.79,96.8,11,5,12.75,AF,1594359038
Coquimbo,-29.95,-71.34,50.0,87,1,8.05,CL,1594358848
Paraná,-31.73,-60.52,51.01,82,0,1.99,AR,1594358872
Roald,62.58,6.13,51.8,81,75,5.82,NO,1594359039
Labuhan,-6.88,112.21,84.9,63,87,5.3,ID,1594359040
Ouallam,14.32,2.09,85.15,59,69,17.02,NE,1594359040
Kokopo,-4.35,152.26,81.07,81,89,8.84,PG,1594359041
El Alto,-4.27,-81.21,64.62,77,1,12.26,PE,1594359041
Salekhard,66.53,66.6,67.93,46,13,1.9,RU,1594359042
Assiut,27.18,31.18,80.6,57,0,5.82,EG,1594359008
Belmonte,-15.86,-38.88,66.2,93,20,3.36,BR,1594359042
Leh,34.17,77.58,63.21,28,72,6.67,IN,1594359043
Bara,10.37,10.73,73.9,88,100,13.76,NG,1594359043
Xinmin,41.99,122.83,89.6,38,100,2.24,CN,1594359044
Neiafu,-18.65,-173.98,77.0,83,75,8.05,TO,1594358911
Ulaangom,49.98,92.07,77.86,33,79,10.71,MN,1594359045
La Argentina,2.2,-75.98,58.3,85,100,4.16,CO,1594359045
Ketchikan,55.34,-131.65,57.2,82,90,17.22,US,1594358991
Ürümqi,43.8,87.6,87.8,23,59,2.24,CN,1594358965
Ovalle,-30.6,-71.2,55.94,42,0,2.59,CL,1594359047
Killybegs,54.63,-8.45,45.0,96,46,1.01,IE,1594359047
Malamig,12.95,121.37,86.83,66,100,5.32,PH,1594359047
Luanda,-8.84,13.23,69.8,83,75,3.69,AO,1594359048
Avera,33.19,-82.53,75.2,76,40,1.5,US,1594359048
Los Andes,-32.83,-70.6,46.4,87,53,4.7,CL,1594359049
Vanimo,-2.67,141.3,85.1,70,38,8.55,PG,1594359049
Camacha,33.08,-16.33,68.0,77,40,18.34,PT,1594359050
Beringovskiy,63.05,179.32,59.88,58,87,11.61,RU,1594359050
Verkhnyaya Inta,65.98,60.31,83.21,54,28,3.04,RU,1594359051
Marzuq,14.4,46.47,90.57,29,46,2.95,YE,1594359052
Tessaoua,13.76,7.99,85.5,53,98,15.03,NE,1594359052
Govlyar,40.95,45.73,80.6,51,75,11.41,AZ,1594359053
Kavaratti,10.57,72.64,80.6,88,90,4.7,IN,1594359053
Buritis,-15.62,-46.42,61.74,54,0,2.59,BR,1594359054
Quatre Cocos,-20.21,57.76,72.0,68,75,18.34,MU,1594359054
Ibipeba,-11.64,-42.01,67.42,82,53,8.66,BR,1594359055
Mbanza-Ngungu,-5.25,14.87,65.39,89,19,8.01,CD,1594359055
Seka,17.93,103.96,98.01,54,100,8.19,TH,1594359056
Thinadhoo,0.53,72.93,84.83,69,63,7.11,MV,1594359057
Whitehorse,60.72,-135.05,59.0,62,75,2.24,CA,1594358922
Bozoum,6.32,16.38,67.68,93,98,2.75,CF,1594359058
Hare Bay,48.85,-54.01,50.0,100,90,8.05,CA,1594359058
Winnemucca,40.97,-117.74,71.6,14,1,10.29,US,1594359059
Morehead,37.27,-87.18,78.8,100,1,4.81,US,1594359059
Mokhsogollokh,61.47,128.92,61.23,86,100,9.22,RU,1594359059
Killarney,52.05,-9.52,49.6,88,1,4.14,IE,1594359060
São Filipe,14.9,-24.5,73.62,83,48,6.78,CV,1594358671
Nanga Eboko,4.68,12.37,68.4,98,100,3.6,CM,1594359061
Lensk,60.73,114.93,82.65,32,98,7.16,RU,1594359061
Arrondissement de Poitiers,46.58,0.33,63.0,93,90,4.7,FR,1594359062
Saint-Michel-des-Saints,46.68,-73.92,66.97,92,21,3.2,CA,1594359062
Nishihara,26.18,127.76,91.4,66,75,18.34,JP,1594359063
Buzdyak,54.58,54.55,83.82,60,0,4.36,RU,1594359063
Diffa,13.32,12.61,81.54,58,72,13.6,NE,1594359064
Clyde,41.3,-82.98,77.0,80,63,1.01,US,1594359064
Saryozek,44.36,77.98,80.37,23,54,6.35,KZ,1594359065
Meulaboh,4.14,96.13,85.82,62,72,2.95,ID,1594358783
Lieksa,63.32,30.02,56.1,69,0,13.18,FI,1594359066
Atbasar,51.8,68.33,83.8,50,3,14.45,KZ,1594359066
Linxia Chengguanzhen,35.6,103.21,76.06,43,99,0.74,CN,1594358936
Mandalgovi,45.76,106.27,59.56,64,99,18.25,MN,1594359068
Sikasso,10.92,-7.0,72.75,91,73,7.56,ML,1594359068
Coos Bay,43.37,-124.22,59.0,93,1,4.7,US,1594359069
Garmsār,35.22,52.34,96.13,12,1,14.67,IR,1594359069
Chipinge,-20.19,32.62,64.11,62,1,1.95,ZW,1594359070
Gravdal,68.12,13.5,51.8,87,40,6.93,NO,1594359070
Karratha,-20.74,116.85,84.36,19,2,19.04,AU,1594358928
Krasnosel'kup,65.7,82.47,74.8,42,14,23.02,RU,1594359071
Inírida,3.87,-67.92,72.48,96,100,0.81,CO,1594359071
Aswān,24.09,32.91,91.83,21,0,11.14,EG,1594359072
Puerto Nariño,-3.77,-70.38,71.22,97,80,1.43,CO,1594359073
Gao,16.64,1.64,88.0,41,11,3.2,ML,1594359073
Ocotlán,20.35,-102.77,66.0,82,100,4.47,MX,1594359074
Hambantota,6.12,81.12,86.0,79,40,8.05,LK,1594359074
Philadelphia,39.95,-75.16,77.0,88,40,5.82,US,1594359032
Hutchinson,38.06,-97.93,78.8,69,90,9.17,US,1594359075
San Policarpo,12.18,125.51,86.13,68,76,9.64,PH,1594359075
High Level,58.52,-117.14,62.6,82,75,4.7,CA,1594359076
Santiago,-33.46,-70.65,46.4,87,79,4.7,CL,1594359060
Samandağ,36.08,35.98,80.6,74,69,12.75,TR,1594359077
The Valley,18.22,-63.06,82.4,78,40,14.99,AI,1594358892
Ozinki,51.18,49.68,90.19,31,93,10.49,RU,1594359078
Honningsvåg,70.98,25.97,44.6,93,75,10.29,NO,1594359078
Conde,-7.26,-34.91,72.95,87,68,8.3,BR,1594359079
Shīeli,44.17,66.75,96.71,15,58,15.41,KZ,1594359079
Enugu,6.44,7.49,72.05,95,100,6.78,NG,1594359079
Cap Malheureux,-19.98,57.61,72.0,75,67,10.0,MU,1594359062
Mangai,-4.05,19.53,75.81,57,11,2.15,CD,1594359080
Oistins,13.07,-59.53,82.4,74,40,19.46,BB,1594359041
Barra de Tecoanapa,16.52,-98.75,80.71,83,88,5.26,MX,1594359081
Myrtle Beach,33.69,-78.89,75.99,100,1,4.7,US,1594358819
Kempsey,-31.08,152.83,64.99,80,41,4.0,AU,1594359082
Oktyabr'skiy,54.48,53.47,83.05,62,0,5.82,RU,1594359083
Balabac,7.99,117.06,86.49,66,100,6.67,PH,1594359084
Ternate,0.8,127.4,84.22,73,96,3.89,ID,1594359084
Sørland,67.67,12.69,51.8,87,40,6.93,NO,1594359079
Sayreville,40.46,-74.36,75.99,94,100,1.01,US,1594359085
Stokmarknes,68.56,14.91,53.6,93,40,2.24,NO,1594359086
Jalu,29.03,21.55,79.9,50,0,11.32,LY,1594359086
Templin,53.12,13.5,62.01,84,100,4.36,DE,1594359087
Quthing,-30.4,27.7,47.08,68,4,5.21,LS,1594359087
Zhaotong,27.32,103.72,69.49,80,100,2.86,CN,1594359087
Rabo de Peixe,37.8,-25.58,64.4,82,20,9.17,PT,1594359088
Blagoyevo,63.37,47.92,61.99,79,99,5.68,RU,1594359088
Syamzha,60.02,41.06,64.51,59,0,6.02,RU,1594359089
Vung Tau,10.35,107.08,85.51,70,100,7.96,VN,1594359089
Mnogovershinnyy,53.94,139.92,55.69,80,74,4.27,RU,1594359089
Usinsk,65.99,57.53,85.23,54,0,12.21,RU,1594359090
